Category,"Category Id","Manufacture Code","Product Name","Product Code","Manufacture Name","Short Description","Unit Measure",Weight,"Stock Qty",ExTax,IncTax,GTIN,RRP,Specification,Overview,Image
UPS,4022,GD650,"UPSONIC GD650 650va Line Interactive UPS",UPSUGD650,UPSONIC,"UPSONIC GD600 600va Line Interactive UPS ",Box,10,2,80,88,,,"
	The Upsonic GD Series UPS is a high quality, compact design UPS suitable for;

	Workstations
	The Upsonic GD Series UPS will power protect workstations from surge corruption and mains failure with AC battery support allowing the user to save work or continue working until UPS battery low.
	When the USB communications cable is connected the UPS can signal the unattended workstation to shutdown during mains failure when the UPS battery is getting low. The UPS will auto-start charging UPS and starting the workstation simultaneously.

	Point Of Sale
	The Upsonic GD Series UPS will power protect Point Of Sale equipment terminals and scanners from losing transactions due to loss of power or corrupted power. This UPS will also help prevent equipment damage due to power surges and will also help protect against equipment power fatigue due to high or low mains voltage with the UPS Auto Voltage Regulator feature.

	Security CCTV System
	The Upsonic GD Series UPS is suitable for entry level video surveillance CCTV typically 4 to 8 channel NVR systems. This UPS will prevent the loss of important CCTV video captures during a criminally broken mains supply or a general utility power failure.

	Home Automation
	The Upsonic GD Series UPS power protects Home Automation system hubs from power surges and power failures. Receive remote UPS alerts enabling you to make decisions on how you will remotely handle your home automaton. e.g. Close UPS automated blinds before the end of communication hub UPS battery.
","
	UPSONIC GD600 600va Line Interactive UPS
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_4971916871679272059.jpg
UPS,4022,OL2000ERTXL2U,"CyberPower OL2000ERTXL2U OL2000VA Rack Tower UPS",UPSCOL2000ERTXL,Cyberpower,"CyberPower Online Series 2000VA/1800W (10A)  Rack/Tower Online UPS - (OL2000ERTXL2U) -3 Yr Adv Replacement Warranty 2 yr  Int. Batteries",Box,30,0,1759,1934.9,,,,"
	CyberPower Online Series 2000VA/1800W (10A)&nbsp; Rack/Tower Online UPS - (OL2000ERTXL2U) -3 Yr Adv Replacement Warranty 2 yr&nbsp; Int. Batteries
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_1864542431651708920.jpg
UPS,4022,OL6KERTHD,"CyberPower OL6KERTHD 6000VA/W Rack Tower UPS",UPSCOL6KERTHD,Cyberpower,"CyberPower OL6KERTHD 6000VA/W Rack Tower UPS",Box,35,0,4999,5498.9,,,,"
	CyberPower OL6KERTHD 6000VA/W Rack Tower UPS
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_5550243741651710861.jpg
UPS,4022,OLS2000E,"CyberPower OLS2000E 2000VA/1800W Tower UPS",UPSCOLS2000E,Cyberpower,"CyberPower Online S 2000VA/1600W (10A) Tower Online UPS - (OLS2000E) -3 Yr Adv Replacement Warranty 2 yr  Int. Batteries",Box,25,0,965,1061.5,,,,"
	CyberPower Online S 2000VA/1600W (10A) Tower Online UPS - (OLS2000E) -3 Yr Adv Replacement Warranty 2 yr&nbsp; Int. Batteries
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_2588244631651708624.jpg
UPS,4022,OLS3000E,"CyberPower OLS3000E 3000VA/2700W Tower UPS",UPSCOLS3000E,Cyberpower,"CYBERPOWER SYSTEMS Online S 3000VA/2400W Tower UPS - 6* 12V/8.5AH - (4) IEC C13, (1)IEC C19*1,  Terminal Block - USB & Serial Port & SNMP Slot - 2 Yrs Adv. Repl",Box,30,0,1075,1182.5,,,,"
	
		CYBERPOWER SYSTEMS Online S 3000VA/2400W Tower UPS - 6* 12V/8.5AH - (4) IEC C13, (1)IEC C19*1,&nbsp; Terminal Block - USB &amp; Serial Port &amp; SNMP Slot - 2 Yrs Adv. Repl

",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_2892580971651710492.jpg
UPS,4022,OR1000ERM1U,"CyberPower OR1000ERM1U Office Rackmount Series 1000VA 1U UPS",UPSCOR1000ERM1U,Cyberpower,"CyberPower OR1000ERM1U Office Rackmount Series 1000VA 1U UPS",Box,30,0,515,566.5,04712856274301,729.00,,"
	CyberPower OR1000ERM1U Office Rackmount Series 1000VA 1U UPS

	&nbsp;

	CyberPower&nbsp;OR1000ERM1U&nbsp;Line-Interactive UPS offers Simulated Sine Wave output power for office system devices including PCs, workstations, networking devices, and peripherals. It&rsquo;s typically integrated in the back office and server room environment to ensure a reliable backup power supply during power failures. The UPS has a multifunction LCD display which offers real-time information, including input and output voltage levels, load and battery levels, battery runtime, overload warning, and a silent mode. With the network ports on the UPS, it prevents network devices from being subjected to sudden power surges caused by lightning, thereby avoiding potential system damage. As for battery maintenance, the UPS allows battery hot-swapping, which enables users to perform normal battery maintenance without significant interruption.

	FEATURES

	
		
			Line-interactive UPS Topology
		
			Simulated Sine Wave Output
		
			Overload Protection
		
			Surge and Spike Protection
		
			Phone/Fax/Modem/DSL/Network Protection
		
			USB Connectivity Port
		
			SNMP/HTTP Remote Management Capability (Optional)
	
	&nbsp;
	
		
			Energy Saving Technology
		
			Automatic Voltage Regulation (AVR)
		
			Hot-swappable Batteries
		
			EMI and RFI Filtration
		
			LCD Status Display
		
			PowerPanel&reg; Management Software
	

",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_2544391371610683991.jpg
UPS,4022,OR1500ERM1U,"CyberPower OR1500ERM1U Office Rackmount Series 1500VA 1U UPS",UPSCOR1500ERM1U,Cyberpower,"CyberPower OR1500ERM1U Office Rackmount Series 1500VA 1U UPS",Box,30,0,609,669.9,04712856274288,859.00,,"
	CyberPower OR1500ERM1U Office Rackmount Series 1500VA 1U UPS

	&nbsp;

	
		CyberPower&nbsp;OR1500ERM1U&nbsp;Line-Interactive UPS offers Simulated Sine Wave output power for office system devices including PCs, workstations, networking devices, and peripherals. It&rsquo;s typically integrated in the back office and server room environment to ensure a reliable backup power supply during power failures. The UPS has a multifunction LCD display which offers real-time information, including input and output voltage levels, load and battery levels, battery runtime, overload warning, and a silent mode. With the network ports on the UPS, it prevents network devices from being subjected to sudden power surges caused by lightning, thereby avoiding potential system damage. As for battery maintenance, the UPS allows battery hot-swapping, which enables users to perform normal battery maintenance without significant interruption.


	FEATURES

	
		
			Line-interactive UPS Topology
		
			Simulated Sine Wave Output
		
			Overload Protection
		
			Surge and Spike Protection
		
			Phone/Fax/Modem/DSL/Network Protection
		
			USB Connectivity Port
		
			SNMP/HTTP Remote Management Capability (Optional)
	
	&nbsp;
	
		
			Energy Saving Technology
		
			Automatic Voltage Regulation (AVR)
		
			Hot-swappable Batteries
		
			EMI and RFI Filtration
		
			LCD Status Display
		
			PowerPanel&reg; Management Software
	

",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6260759841610684199.jpg
UPS,4022,OR600ERM1U,"CyberPower OR600ERM1U Office Rackmount Series 600VA 1U UPS",UPSCOR600ERM1U,Cyberpower,"CyberPower OR600ERM1U Office Rackmount Series 600VA 1U UPS",Box,30,4,453,498.3,04712856274318,669.00,,"
	CyberPower OR600ERM1U Office Rackmount Series 600VA 1U UPS

	&nbsp;

	
		CyberPower&nbsp;OR600ERM1U&nbsp;Line-Interactive UPS offers Simulated Sine Wave output power for office system devices including PCs, workstations, networking devices, and peripherals. It&rsquo;s typically integrated in the back office and server room environment to ensure a reliable backup power supply during power failures. The UPS has a multifunction LCD display which offers real-time information, including input and output voltage levels, load and battery levels, battery runtime, overload warning, and a silent mode. With the network ports on the UPS, it prevents network devices from being subjected to sudden power surges caused by lightning, thereby avoiding potential system damage. As for battery maintenance, the UPS allows battery hot-swapping, which enables users to perform normal battery maintenance without significant interruption.


	FEATURES

	
		
			Line-interactive UPS Topology
		
			Simulated Sine Wave Output
		
			Overload Protection
		
			Surge and Spike Protection
		
			Phone/Fax/Modem/DSL/Network Protection
		
			USB Connectivity Port
		
			SNMP/HTTP Remote Management Capability (Optional)
	
	&nbsp;
	
		
			Energy Saving Technology
		
			Automatic Voltage Regulation (AVR)
		
			Hot-swappable Batteries
		
			EMI and RFI Filtration
		
			LCD Status Display
		
			PowerPanel&reg; Management Software
	

",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_4217273801610677990.jpg
UPS,4022,"ORION 850","UPSONIC ORION 850 Line Interactive UPS",UPSUO850,UPSONIC,"UPSONIC ORION 850 Line Interactive UPS",Box,13,0,120,132,,169.00,"
	SPECIFICATIONS:

	
		Mode:l Orion 850
	
		Capacity VA / W: 850VA / 480W
	
		Input Voltage: 240VAC
	
		Voltage Range: 177 - 299VAC
	
		(Inverter Mode) Frequency: 50/60Hz +/- 1Hz
	
		Output Voltage Range: 240 VAC +/- 10%
	
		Output Socket: 4 backup + 4 Surge protection only (AU)
	
		Waveform: Modified Sine Wave
	
		Transfer Time Typical: 3 - 8 mSec typical
	
		Battery Type: 12V/9AH x 1 Lead Acid, maintenance free
	
		Recharge Time: 2-4 Hrs recover up to 90%
	
		Efficiancy: Line Mode 95%
	
		Dimension (WxHxD mm): 125 x 150 x 254 mm
	
		Net Weight: 5.4 kgs
	
		Environment Operation Temperature: 0-40&deg; C
	
		Operation Humidity: 0-90% RH @ 0-40&deg; C (Non-condensing)
	
		Noise Level: Less than 30 dB
	
		Interface: USB


	
	Weight:&nbsp;5.7090
","
	UPSONIC ORION 850 Line Interactive UPS

	&nbsp;

	Key features

	
		Build-in voltage regulator for reliable power quality
	
		Super fast charger shortens the charging time to 2-4 hours
	
		HID USB* interface enables integration with builtin power management and auto shutdown features of Windows and Mac OS and Linux
	
		Multi outlet up to 8 pcs ; Support Surge protection
	
		Separated battery room and Support Battery easy replacement
	
		CE compliant


	SPECIFICATIONS:

	
		Mode:l Orion 850
	
		Capacity VA / W: 850VA / 480W
	
		Input Voltage: 240VAC
	
		Voltage Range: 177 - 299VAC
	
		(Inverter Mode) Frequency: 50/60Hz +/- 1Hz
	
		Output Voltage Range: 240 VAC +/- 10%
	
		Output Socket: 4 backup + 4 Surge protection only (AU)
	
		Waveform: Modified Sine Wave
	
		Transfer Time Typical: 3 - 8 mSec typical
	
		Battery Type: 12V/9AH x 1 Lead Acid, maintenance free
	
		Recharge Time: 2-4 Hrs recover up to 90%
	
		Efficiancy: Line Mode 95%
	
		Dimension (WxHxD mm): 125 x 150 x 254 mm
	
		Net Weight: 5.4 kgs
	
		Environment Operation Temperature: 0-40&deg; C
	
		Operation Humidity: 0-90% RH @ 0-40&deg; C (Non-condensing)
	
		Noise Level: Less than 30 dB
	
		Interface: USB


	
	Weight:&nbsp;5.7090
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_6669391561615961308.jpg
UPS,4022,PR1000ELCD,"CyberPower PR1000ELCD PRO Series 1000VA / 900W Tower UPS",UPSCPR1000ELCD,Cyberpower,"CyberPower PRO Series 1000VA / 900W (10A) Tower UPS with LCD - (PR1000ELCD)-3 Yrs Adv. Replacement",Box,30,0,596,655.6,04712364144196,789.00,,"
	CyberPower PRO Series 1000VA / 900W (10A) Tower UPS with LCD - (PR1000ELCD)-3 Yrs Adv. Replacement
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_5194937631651637263.jpg
UPS,4022,PR1000ERTXL2U,"CyberPower PR1000ERTXL2U PRO Rack/Tower LCD 1000VA",UPSCPR1000ERTXL,Cyberpower,"CyberPower PR1000ERTXL2U PRO Rack/Tower LCD 1000VA",Box,15,0,960,1056,,,,"
	CyberPower PR1000ERTXL2U PRO Rack/Tower LCD 1000VA
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_2889828071651709298.jpg
UPS,4022,PR1500ELCD,"CyberPower PR1500ELCD PRO series 1500VA / 1350W Tower UPS",UPSCPR1500ELCD,Cyberpower,"CyberPower PRO series 1500VA / 1350W (10A) Tower UPS with LCD -(PR1500ELCD)- 3 yrs Adv. Rep & 2 yrs on Int. Battery",Box,30,0,735,808.5,04712364144202,959.00,,"
	
		CyberPower&nbsp;PR1500ELCD&nbsp;Line-Interactive UPS, with seamless Pure Sine Wave, provides the best power protection available for office system devices including PCs, workstations, networking devices, and peripherals. It&rsquo;s typically integrated in the back office, server room, and data center environment. The UPS can be locally managed via USB or serial ports, or remotely managed via an SNMP Card (an optional Remote Management Card), allowing administrators and users unsurpassed flexibility to remotely access each UPS through the network to perform real-time monitoring, UPS configurations, and scheduled system shutdowns by using PowerPanel Management software. The product is also certified to be interoperable and compatible with Cisco, which helps to achieve the best energy performance possible.


	FEATURES

	
		
			Line-interactive UPS Topology
		
			Active PFC Compatible
		
			Automatic Voltage Regulation (AVR)
		
			Critical/Non-critical Load Outlets
		
			Surge and Spike Protection
		
			LCD Status Display
		
			USB Connectivity Port
		
			PowerPanel&reg; Management Software
		
			Tower Form Factor
	
	&nbsp;
	
		
			Energy Saving Technology
		
			Pure Sine Wave Output
		
			Overload Protection
		
			Hot-swappable Batteries
		
			EMI and RFI Filtration
		
			Detachable LCD Panel
		
			Emergency Power Off (EPO) Port
		
			SNMP/HTTP Remote Management Capability (Optional)
	

",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_8979590111610677337.jpg
UPS,4022,PR1500ERTXL2U,"CyberPower PR1500ERTXL2U PRO Rack/Tower LCD 1500VA",UPSCPR1500ERTXL,Cyberpower,"CyberPower PR1500ERTXL2U PRO Rack/Tower LCD 1500VA",Box,15,0,1146,1260.6,,,,"
	CyberPower PR1500ERTXL2U PRO Rack/Tower LCD 1500VA
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_1038693351651708347.jpg
UPS,4022,PR2000ERTXL2U,"CyberPower PR2000ERTXL2U CP PRO Rack/Tower LCD 2000VA",UPSCPR2000ERTXL,Cyberpower,"CyberPower PR2000ERTXL2U CP PRO Rack/Tower LCD 2000VA",Box,20,0,1349,1483.9,,,,"
	CyberPower PR2000ERTXL2U CP PRO Rack/Tower LCD 2000VA
",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_9152940921651709608.jpg
UPS,4022,PR2200ELCDSL,"CyberPower PR2200ELCDSL PRO series 2200VA / 1980W Tower UPS",UPSCPR2200ELCDS,Cyberpower,"CyberPower PRO series 2200VA Tower UPS with LCD - 3 yrs Adv. Rep & 2 yrs on Int. Battery",Box,30,0,939,1032.9,04712856279801,1269.00,"
	
		
			
				General
			
				&nbsp;
		
		
			
				UPS Topology
			
				Line Interactive
		
		
			
				Energy Saving
			
				GreenPower UPS&trade; Bypass
		
		
			
				ENERGY STAR&reg; Qualified
			
				Yes
		
		
			
				Active PFC Compatible
			
				Yes
		
		
			
				Input
			
				&nbsp;
		
		
			
				Voltage
			
				120 VAC
		
		
			
				Frequency Range
			
				47 &ndash; 63 Hz
		
		
			
				Plug Type
			
				NEMA 5-20P
		
		
			
				Plug Style
			
				Straight
		
		
			
				Cord Length
			
				10 ft
		
		
			
				Input Voltage Range
			
				75 &ndash; 154 VAC
		
		
			
				Output
			
				&nbsp;
		
		
			
				VA
			
				2,070 VA
		
		
			
				Watts
			
				1,980 W
		
		
			
				Automatic Voltage Regulation
			
				Boost 1 +30%
				
					&nbsp;
				
					Boost 2 +14%
				
					Buck -12%
			
		
		
			
				On Battery Voltage
			
				120 VAC &plusmn; 5%
		
		
			
				On Battery Frequency
			
				60 Hz &plusmn; 1%
		
		
			
				On Battery Waveform
			
				Sine Wave
		
		
			
				Outlet Type
			
				NEMA L5-20R (1) &amp; NEMA 5-20R (6)
		
		
			
				Outlets &ndash; Total
			
				7
		
		
			
				Outlets &ndash; Battery &amp; Surge Protected
			
				7
		
		
			
				Overload Protection
			
				Internal Circuitry Limiting
				
					&nbsp;
				
					Circuit Breaker
			
		
		
			
				Transfer Time
			
				10 ms
		
		
			
				Rated Power Factor
			
				0.95
		
		
			
				Battery
			
				&nbsp;
		
		
			
				Runtime at Half Load
			
				10.2 minutes
		
		
			
				Runtime at Full Load
			
				3.3 minutes
		
		
			
				Battery Type
			
				Sealed Lead-Acid
		
		
			
				Battery Size
			
				12V/9Ah
		
		
			
				Battery Quantity
			
				4
		
		
			
				Hot-Swappable
			
				Yes
		
		
			
				User Replaceable
			
				Yes
		
		
			
				Replacement Battery Cartridge
			
				RB1290X4K
		
		
			
				Replacement Battery Cartridge Quantity
			
				1
		
		
			
				Typical Recharge Time
			
				8 hours
		
		
			
				Surge Protection &amp; Filtering
			
				&nbsp;
		
		
			
				Surge Suppression
			
				1,030 J
		
		
			
				Management &amp; Communications
			
				&nbsp;
		
		
			
				Multifunction LCD Panel
			
				Displays:
				
					&nbsp;
				
					Current/Load Level
				
					Runtime
				
					Battery Level
				
					AVR In Use,
				
					Battery In Use
				
					Input Voltage
				
					Output Voltage
				
					Output Frequency
				
					Overload
				
					Silent Mode
			
		
		
			
				HID Compliant USB Port
			
				Yes
		
		
			
				Serial Port
			
				Yes
		
		
			
				LED Indicators
			
				Power On
		
		
			
				Audible Alarms
			
				On Battery
				
					&nbsp;
				
					Low Battery
				
					Overload
				
					Battery Missing
				
					Fault
			
		
		
			
				Software
			
				PowerPanel&reg; Business Edition
		
		
			
				SNMP / HTTP Remote Monitoring
			
				Yes, with optional RMCARD205
		
		
			
				Cable Management
			
				USB Cable, Serial Cable, EPO Cable
		
		
			
				EPO Port
			
				Yes
		
		
			
				Physical
			
				&nbsp;
		
		
			
				Form Factor
			
				Mini-Tower
		
		
			
				Dimensions &ndash; W&times;H&times;D (in)
			
				6.7 &times; 8.7 &times; 17 inches
		
		
			
				Weight (lbs)
			
				51.9 lbs
		
		
			
				Environmental
			
				&nbsp;
		
		
			
				Operating Temperature
			
				32 &ndash; 104 &deg;F (0 &ndash; 40 &deg;C)
		
		
			
				Operating Humidity
			
				0 &ndash; 90% (non-condensing)
		
		
			
				Certifications
			
				&nbsp;
		
		
			
				Safety
			
				UL1778 4th
				
					&nbsp;
				
					cUL CSA C22.2 No 107.3-05
				
					FCC/DOC Class A
			
		
		
			
				Environmental
			
				RoHS Compliant
		
		
			
				Warranty
			
				&nbsp;
		
		
			
				Product Warranty
			
				3 Years Limited
		
		
			
				Connected Equipment Guarantee
			
				Lifetime
		
		
			
				CEG Amount
			
				$375,000
		
	


	&nbsp;
","
	A mini-tower UPS with line interactive topology, the CyberPower Smart App Sinewave PR2200LCDSL provides battery backup, power protection (using sine wave output), and surge protection for corporate servers, department servers, storage appliances, network devices, and telecom installations requiring Active PFC power source compatibility. The PR2200LCDSL uses Automatic Voltage Regulation (AVR) to correct minor power fluctuations without switching to battery power, which extends battery life. AVR is essential in areas where power fluctuations occur frequently The PR2200LCDSL comes with a three-year warranty (including coverage of batteries) and a $375,000 Connected Equipment Guarantee.

	&nbsp;

	
		Battery Backup
		Supplies power long enough for equipment to properly shut down when utility power fails. Helps prevent loss of data and minimizes the component stress caused by a hard shutdown.
	
		Surge Protection
		Diverts excess voltage away from sensitive electronic equipment during an AC power surge or power spike to prevent damage.
	
		Line Interactive Topology
		Exists when a line interactive UPS has an autotransformer that regulates low voltages (e.g., brownouts) and over voltages (e.g., spikes) without having to switch to battery.
	
		Automatic Voltage Regulation (AVR)
		Provides clean, consistent AC power by automatically increasing (boosting) low voltage without using battery power when incoming utility power experiences minor fluctuations.
	
		Sine Wave Output
		Provides power protection to ENERGY STAR&reg; 6.0 systems with Active PFC power supplies.
	
		EMI/RFI Noise Filter
		Maintains clean power for connected equipment by filtering out electromagnetic and radio frequency interference to improve picture and sound quality.
	
		Durable Metal Housing
		Protects internal components and resists damage from impact or abrasions within challenging industrial environments. It also extends the life of the product.
	
		Multifunction LCD Panel
		Displays immediate, detailed information about the UPS battery and power conditions, alerting users to potential problems before they can affect critical equipment and cause downtime. Toggle status display includes information about UPS vitals: Input Voltage Level, Output Voltage Level, Automatic Voltage Regulator, Battery Capacity, Energy-Saving Bypass Mode, Runtime Estimate, Load Level, Output Frequency, On Battery, Overload, Fault Condition, Event Logging, and Silent Mode.
	
		Audible Alarms
		Identify model overloads, low battery, and when the model is running on battery power.
	
		Tamper-Proof Power Button
		Minimizes the chance the UPS can be accidentally turned off.
	
		PowerPanel&reg; Business Edition Software
		Provides IT professionals with tools for monitoring and managing the UPS and backup power. This software offers remote management functionality.&nbsp;
	
		ENERGY STAR
		This model is an ENERGY STAR&reg; certified Uninterruptible Power Supply (UPS) system. ENERGY STAR is the trusted, government-backed symbol for energy-efficient products and practices that help save money and protect the environment.
	
		Three-Year Warranty
		CyberPower will repair or replace a defective UPS system (including batteries) within three years of the purchase date. See warranty for details. See warranty for details.
	
		Connected Equipment Guarantee
		CyberPower will repair or replace properly connected equipment if it is damaged by a power surge.

",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_4844553971610678825.jpg
UPS,4022,PR3000ELCDSL,"CyberPower PR3000ELCDSL PRO series 3000VA / 2700W Tower UPS",UPSCPR3000ELCDS,Cyberpower,"CyberPower PRO series 3000VA Tower UPS with LCD - 3 yrs Adv. Rep & 2 yrs on Int. Battery",Box,30,0,1075,1182.5,04712856279832,1489.00,"
	
		
			
				&nbsp;
			
				&nbsp;
		
		
			
				UPS Topology
			
				Line Interactive
		
		
			
				Energy Saving
			
				GreenPower UPS&trade; Bypass
		
		
			
				ENERGY STAR&reg; Qualified
			
				Yes
		
		
			
				Active PFC Compatible
			
				Yes
		
		
			
				Input
			
				&nbsp;
		
		
			
				Voltage
			
				120 VAC
		
		
			
				Frequency Range
			
				47 &ndash; 63 Hz
		
		
			
				Plug Type
			
				NEMA L5-30P
		
		
			
				Plug Style
			
				Straight
		
		
			
				Cord Length
			
				10 ft
		
		
			
				Input Voltage Range
			
				75 &ndash; 154 VAC
		
		
			
				Output
			
				&nbsp;
		
		
			
				VA
			
				3,000 VA
		
		
			
				Watts
			
				2,700 W
		
		
			
				Automatic Voltage Regulation
			
				Boost 1 +30%
				
					&nbsp;
				
					Boost 2 +14%
				
					Buck -12%
			
		
		
			
				On Battery Voltage
			
				120 VAC &plusmn; 5%
		
		
			
				On Battery Frequency
			
				60 Hz &plusmn; 1%
		
		
			
				On Battery Waveform
			
				Sine Wave
		
		
			
				Outlet Type
			
				NEMA L5-30R (1) &amp; NEMA 5-20R (6)
		
		
			
				Outlets &ndash; Total
			
				7
		
		
			
				Outlets &ndash; Battery &amp; Surge Protected
			
				7
		
		
			
				Overload Protection
			
				Internal Circuitry Limiting
				
					&nbsp;
				
					Circuit Breaker
			
		
		
			
				Transfer Time
			
				10 ms
		
		
			
				Rated Power Factor
			
				0.9
		
		
			
				Battery
			
				&nbsp;
		
		
			
				Runtime at Half Load
			
				7.5 minutes
		
		
			
				Runtime at Full Load
			
				2 minutes
		
		
			
				Battery Type
			
				Sealed Lead-Acid
		
		
			
				Battery Size
			
				12V/9Ah
		
		
			
				Battery Quantity
			
				4
		
		
			
				Hot-Swappable
			
				Yes
		
		
			
				User Replaceable
			
				Yes
		
		
			
				Replacement Battery Cartridge
			
				RB1290X4K
		
		
			
				Replacement Battery Cartridge Quantity
			
				1
		
		
			
				Typical Recharge Time
			
				8 hours
		
		
			
				Surge Protection &amp; Filtering
			
				&nbsp;
		
		
			
				Surge Suppression
			
				1,030 J
		
		
			
				Management &amp; Communications
			
				&nbsp;
		
		
			
				Multifunction LCD Panel
			
				Displays:
				
					&nbsp;
				
					Current/Load Level
				
					Runtime
				
					Battery Level
				
					AVR In Use
				
					Battery In Use
				
					Input Voltage
				
					Output Voltage
				
					Output Frequency
				
					Overload
				
					Silent Mode
			
		
		
			
				HID Compliant USB Port
			
				Yes
		
		
			
				Serial Port
			
				Yes
		
		
			
				LED Indicators
			
				Power On
		
		
			
				Audible Alarms
			
				On Battery
				
					&nbsp;
				
					Low Battery
				
					Overload
				
					Battery Missing
				
					Fault
			
		
		
			
				Software
			
				PowerPanel&reg; Business Edition
		
		
			
				SNMP / HTTP Remote Monitoring
			
				Yes, with optional RMCARD205
		
		
			
				Cable Management
			
				USB Cable, Serial Cable, EPO Cable
		
		
			
				EPO Port
			
				Yes
		
		
			
				Physical
			
				&nbsp;
		
		
			
				Form Factor
			
				Mini-Tower
		
		
			
				Dimensions &ndash; W&times;H&times;D (in)
			
				6.7 &times; 8.7 &times; 17 inches
		
		
			
				Weight (lbs)
			
				55.7 lbs
		
		
			
				Environmental
			
				&nbsp;
		
		
			
				Operating Temperature
			
				32 &ndash; 104 &deg;F (0 &ndash; 40 &deg;C)
		
		
			
				Operating Humidity
			
				0 &ndash; 90% (non-condensing)
		
		
			
				Certifications
			
				&nbsp;
		
		
			
				Safety
			
				UL1778 4th
				
					&nbsp;
				
					cUL CSA C22.2 No 107.3-05
				
					FCC/DOC Class A
			
		
		
			
				Environmental
			
				RoHS Compliant
		
		
			
				Warranty
			
				&nbsp;
		
		
			
				Product Warranty
			
				3 Years Limited
		
		
			
				Connected Equipment Guarantee
			
				Lifetime
		
		
			
				CEG Amount
			
				$375,000
		
	


	&nbsp;
","
	A mini-tower UPS with line interactive topology, the CyberPower Smart App Sinewave PR3000LCDSL provides battery backup, power protection (using sine wave output), and surge protection for corporate servers, department servers, storage appliances, network devices, and telecom installations requiring Active PFC power source compatibility. The PR3000LCDSL uses Automatic Voltage Regulation (AVR) to correct minor power fluctuations without switching to battery power, which extends battery life. AVR is essential in areas where power fluctuations occur frequently. The PR3000LCDSL comes with a three-year warranty, and a $375,000 Connected Equipment Guarantee.

	&nbsp;

	
		Battery Backup
		Supplies power long enough for equipment to properly shut down when utility power fails. Helps prevent loss of data and minimizes the component stress caused by a hard shutdown.
	
		Surge Protection
		Diverts excess voltage away from sensitive electronic equipment during an AC power surge or power spike to prevent damage.
	
		Line Interactive Topology
		Exists when a line interactive UPS has an autotransformer that regulates low voltages (e.g., brownouts) and over voltages (e.g., spikes) without having to switch to battery.
	
		Automatic Voltage Regulation (AVR)
		Provides clean, consistent AC power by automatically increasing (boosting) low voltage without using battery power when incoming utility power experiences minor fluctuations.
	
		Sine Wave Output
		Provides power protection to ENERGY STAR&reg; 6.0 systems with Active PFC power supplies.
	
		EMI/RFI Noise Filter
		Maintains clean power for connected equipment by filtering out electromagnetic and radio frequency interference to improve picture and sound quality.
	
		Durable Metal Housing
		Protects internal components and resists damage from impact or abrasions within challenging industrial environments. It also extends the life of the product.
	
		Multifunction LCD Panel
		Displays immediate, detailed information about the UPS battery and power conditions, alerting users to potential problems before they can affect critical equipment and cause downtime. Toggle status display includes information about UPS vitals: Input Voltage Level, Output Voltage Level, Automatic Voltage Regulator, Battery Capacity, Energy-Saving Bypass Mode, Runtime Estimate, Load Level, Output Frequency, On Battery, Overload, Fault Condition, Event Logging, and Silent Mode.
	
		Audible Alarms
		Identify model overloads, low battery, and when the model is running on battery power.
	
		Tamper-Proof Power Button
		Minimizes the chance the UPS can be accidentally turned off.
	
		PowerPanel&reg; Business Edition Software
		Provides IT professionals with tools for monitoring and managing the UPS and backup power. This software offers remote management functionality. Free software download available&nbsp;here.
	
		ENERGY STAR
		This model is an ENERGY STAR&reg; certified Uninterruptible Power Supply (UPS) system. ENERGY STAR is the trusted, government-backed symbol for energy-efficient products and practices that help save money and protect the environment.
	
		Three-Year Warranty
		CyberPower will repair or replace a defective UPS system (including batteries) within three years of the purchase date. See warranty for details. See warranty for details.
	
		Connected Equipment Guarantee
		CyberPower will repair or replace properly connected equipment if it is damaged by a power surge.

",https://www.compuworld.com.au/app/webroot/stuff/product_image/productImage_5830142781610676735.jpg
